,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
715,1488327752.759457,93.0,1488327753.92947,39.4,1488327752.579793,0.7275,,,1488327752.669513,216.0,,,,,,,,,,,,,1488327752.759457,37.29330686169805
716,1488327754.230517,92.0,1488327755.398932,39.4,1488327754.07886,0.7283,,,1488327754.1400409,325.0,,,,,,,,,,,,,1488327754.230517,37.293701201391606
717,1488327755.699486,93.0,1488327756.870037,39.37,1488327755.549037,0.7286,,,1488327755.609935,292.0,,,,,,,,,,,,,1488327755.699486,37.295212261010164
718,1488327757.17002,93.0,1488327758.339597,39.41,1488327757.019593,0.7288,,,1488327757.109139,251.0,,,,,,,,,,,,,1488327757.17002,37.296648291314376
719,1488327758.6704268,93.0,1488327759.809907,39.4,1488327758.489443,0.7290000000000001,,,1488327758.5801,310.0,,,,,,,,,,,,,1488327758.6704268,37.29801311988411
720,1488327760.139852,93.0,1488327761.279732,39.41,1488327759.9595158,0.7304999999999999,,,1488327760.0497432,263.0,,,,,,,,,,,,,1488327760.139852,37.29931036374494
721,1488327761.6096551,92.0,1488327762.779262,39.43,1488327761.430229,0.7321,,,1488327761.519567,318.0,,,,,,,,,,,,,1488327761.6096551,37.29940828255796
722,1488327763.079563,90.0,1488327764.2501051,39.41,1488327762.929488,0.7373999999999999,,,1488327762.989779,520.0,,,,,,,,,,,,,1488327763.079563,37.297230912030095
723,1488327764.549658,89.0,1488327765.720265,39.43,1488327764.3706398,0.7444,,,1488327764.460423,252.0,,,,,,,,,,,,,1488327764.549658,37.29402405148652
724,1488327766.021461,89.0,1488327767.190457,39.44,1488327765.870917,0.7445,,,1488327765.93064,314.0,,,,,,,,,,,,,1488327766.021461,37.29097347592079
725,1488327767.5238569,91.0,1488327768.660699,39.43,1488327767.3402371,0.7434999999999999,,,1488327767.400034,275.0,,,,,,,,,,,,,1488327767.5238569,37.29034630948527
726,1488327768.960296,92.0,1488327770.130774,39.4,1488327768.8100631,0.741,,,1488327768.901163,252.0,,,,,,,,,,,,,1488327768.960296,37.290887311695435
727,1488327770.431254,93.0,1488327771.600251,39.45,1488327770.28042,0.7382,,,1488327770.369619,289.0,,,,,,,,,,,,,1488327770.431254,37.29253841349959
728,1488327771.931328,91.0,1488327773.105603,39.43,1488327771.7503018,0.7362000000000001,,,1488327771.840248,293.0,,,,,,,,,,,,,1488327771.931328,37.291834261722
729,1488327773.469167,90.0,1488327774.5697532,39.44,1488327773.225745,0.735,,,1488327773.334541,288.0,,,,,,,,,,,,,1488327773.469167,37.29002820532747
730,1488327774.8701508,89.0,1488327776.040514,39.45,1488327774.690788,0.7339,,,1488327774.780421,523.0,,,,,,,,,,,,,1488327774.8701508,37.28717393550057
731,1488327776.340867,89.0,1488327777.5104809,39.45,1488327776.190342,0.7337,,,1488327776.251719,261.0,,,,,,,,,,,,,1488327776.340867,37.28445958621594
732,1488327777.810283,91.0,1488327778.980479,39.44,1488327777.6602318,0.733,,,1488327777.7208261,310.0,,,,,,,,,,,,,1488327777.810283,37.28415452264815
733,1488327779.281575,91.0,1488327780.450712,39.45,1488327779.147964,0.7328,,,1488327779.203493,289.0,,,,,,,,,,,,,1488327779.281575,37.283864605308175
734,1488327780.751164,90.0,1488327781.920919,39.45,1488327780.601421,0.7337,,,1488327780.69004,285.0,,,,,,,,,,,,,1488327780.751164,37.28245135704547
735,1488327782.250336,89.0,1488327783.392104,39.48,1488327782.0703301,0.7347,,,1488327782.159762,332.0,,,,,,,,,,,,,1488327782.250336,37.2799701057784
736,1488327783.75072,89.0,1488327784.86228,39.48,1488327783.540399,0.7345999999999999,,,1488327783.63786,223.0,,,,,,,,,,,,,1488327783.75072,37.277611134946326
737,1488327785.191247,91.0,1488327786.360127,39.48,1488327785.0119581,0.733,,,1488327785.1009762,255.0,,,,,,,,,,,,,1488327785.191247,37.27764568060193
738,1488327786.660278,94.0,1488327787.8308191,39.48,1488327786.4812531,0.7331,,,1488327786.5703402,516.0,,,,,,,,,,,,,1488327786.660278,37.28109332086451
739,1488327788.130343,94.0,1488327789.300766,39.51,1488327787.980392,0.7351000000000001,,,1488327788.0407481,223.0,,,,,,,,,,,,,1488327788.130343,37.284367136790365
740,1488327789.604108,94.0,1488327790.770945,39.49,1488327789.450709,0.7368000000000001,,,1488327789.510963,312.0,,,,,,,,,,,,,1488327789.604108,37.28747650250445
741,1488327791.07066,92.0,1488327792.240659,39.49,1488327790.920728,0.7375,,,1488327791.010846,267.0,,,,,,,,,,,,,1488327791.07066,37.28815863944595
742,1488327792.541166,89.0,1488327793.711232,39.52,1488327792.391505,0.7379000000000001,,,1488327792.5101728,264.0,,,,,,,,,,,,,1488327792.541166,37.285400013309946
743,1488327794.010754,86.0,1488327795.181406,39.52,1488327793.861084,0.7371,,,1488327793.9508,270.0,,,,,,,,,,,,,1488327794.010754,37.27936738684884
744,1488327795.510686,87.0,1488327796.651333,39.55,1488327795.3305988,0.7364,,,1488327795.4209569,552.0,,,,,,,,,,,,,1488327795.510686,37.27476451516569
745,1488327796.980788,86.0,1488327798.150244,39.54,1488327796.806041,0.7373000000000001,,,1488327796.8914182,478.0,,,,,,,,,,,,,1488327796.980788,37.26924835466127
746,1488327798.450495,86.0,1488327799.6210601,39.54,1488327798.271502,0.7384000000000001,,,1488327798.361784,213.0,,,,,,,,,,,,,1488327798.450495,37.264001968227085
747,1488327799.920716,88.0,1488327801.091118,39.55,1488327799.7709591,0.7387,,,1488327799.831337,309.0,,,,,,,,,,,,,1488327799.920716,37.26129367697667
748,1488327801.3956711,90.0,1488327802.561149,39.52,1488327801.277756,0.7375,,,1488327801.340779,275.0,,,,,,,,,,,,,1488327801.3956711,37.26100074003227
749,1488327802.891134,91.0,1488327804.030818,39.55,1488327802.711263,0.7365,,,1488327802.8011048,254.0,,,,,,,,,,,,,1488327802.891134,37.261862477067
750,1488327804.331404,93.0,1488327805.50128,39.55,1488327804.180715,0.7376999999999999,,,1488327804.271459,314.0,,,,,,,,,,,,,1488327804.331404,37.26495959808973
751,1488327805.83132,91.0,1488327806.9731882,39.54,1488327805.650774,0.7386,,,1488327805.74067,319.0,,,,,,,,,,,,,1488327805.83132,37.265623015931745
752,1488327807.303159,88.0,1488327808.4713862,39.55,1488327807.1538491,0.7383,,,1488327807.211756,307.0,,,,,,,,,,,,,1488327807.303159,37.26283916982926
753,1488327808.7707782,86.0,1488327809.9407759,39.55,1488327808.5918772,0.7382,,,1488327808.680916,320.0,,,,,,,,,,,,,1488327808.7707782,37.257916119768694
754,1488327810.241131,84.0,1488327811.411565,39.55,1488327810.061785,0.7373000000000001,,,1488327810.151602,281.0,,,,,,,,,,,,,1488327810.241131,37.250956551378074
755,1488327811.7108989,84.0,1488327812.8810618,39.56,1488327811.561592,0.7368000000000001,,,1488327811.6215239,272.0,,,,,,,,,,,,,1488327811.7108989,37.24433762419108
756,1488327813.183549,86.0,1488327814.351987,39.58,1488327813.030907,0.7369,,,1488327813.091787,548.0,,,,,,,,,,,,,1488327813.183549,37.24032727188426
757,1488327814.6816058,86.0,1488327815.821666,39.59,1488327814.5018308,0.7373999999999999,,,1488327814.5918138,530.0,,,,,,,,,,,,,1488327814.6816058,37.23651693922099
758,1488327816.121758,86.0,1488327817.291578,39.59,1488327815.9712691,0.737,,,1488327816.060791,512.0,,,,,,,,,,,,,1488327816.121758,37.2328971033427
759,1488327817.621608,86.0,1488327818.7619488,39.59,1488327817.441202,0.7371,,,1488327817.531164,225.0,,,,,,,,,,,,,1488327817.621608,37.22945862201454
760,1488327819.091211,86.0,1488327820.261577,39.59,1488327818.911584,0.7371,,,1488327819.001444,311.0,,,,,,,,,,,,,1488327819.091211,37.226192730013544
761,1488327820.561724,86.0,1488327821.731584,39.59,1488327820.3815181,0.7359,,,1488327820.471475,270.0,,,,,,,,,,,,,1488327820.561724,37.2230910334295
762,1488327822.0314822,88.0,1488327823.201993,39.61,1488327821.852206,0.7359,,,1488327821.971124,268.0,,,,,,,,,,,,,1488327822.0314822,37.22243008268122
763,1488327823.508636,88.0,1488327824.6714618,39.61,1488327823.383209,0.7365,,,1488327823.418525,548.0,,,,,,,,,,,,,1488327823.508636,37.221802711161565
764,1488327824.972239,87.0,1488327826.142092,39.65,1488327824.821166,0.7382,,,1488327824.8821492,458.0,,,,,,,,,,,,,1488327824.972239,37.2200658595171
765,1488327826.442005,87.0,1488327827.6118982,39.62,1488327826.292172,0.7391,,,1488327826.381228,240.0,,,,,,,,,,,,,1488327826.442005,37.218416740814476
766,1488327827.912226,88.0,1488327829.084633,39.62,1488327827.7916641,0.7395,,,1488327827.851275,305.0,,,,,,,,,,,,,1488327827.912226,37.21799189724576
767,1488327829.411463,89.0,1488327830.5520709,39.62,1488327829.231328,0.7397,,,1488327829.321781,276.0,,,,,,,,,,,,,1488327829.411463,37.21872913284381
768,1488327830.881446,90.0,1488327832.0518458,39.63,1488327830.702278,0.7395,,,1488327830.791584,485.0,,,,,,,,,,,,,1488327830.881446,37.22056875256625
769,1488327832.351854,93.0,1488327833.5219688,39.63,1488327832.172523,0.7395999999999999,,,1488327832.261699,323.0,,,,,,,,,,,,,1488327832.351854,37.22573185652489
770,1488327833.822616,94.0,1488327834.992298,39.63,1488327833.671191,0.7384999999999999,,,1488327833.7321658,314.0,,,,,,,,,,,,,1488327833.822616,37.231767075985005
771,1488327835.291326,96.0,1488327836.462377,39.68,1488327835.14219,0.7387999999999999,,,1488327835.202104,236.0,,,,,,,,,,,,,1488327835.291326,37.23976478371622
772,1488327836.761963,97.0,1488327837.932401,39.66,1488327836.612213,0.7392,,,1488327836.672235,305.0,,,,,,,,,,,,,1488327836.761963,37.24848556382087
773,1488327838.232276,95.0,1488327839.4027379,39.68,1488327838.082459,0.7411,,,1488327838.171838,276.0,,,,,,,,,,,,,1488327838.232276,37.25449387167269
774,1488327839.764673,94.0,1488327840.8727229,39.66,1488327839.552337,0.7498,,,1488327839.641713,233.0,,,,,,,,,,,,,1488327839.764673,37.25906711297828
775,1488327841.202187,93.0,1488327842.342853,39.7,1488327841.022141,0.7492,,,1488327841.112112,305.0,,,,,,,,,,,,,1488327841.202187,37.2622802928071
776,1488327842.671817,92.0,1488327843.841856,39.72,1488327842.492655,0.7454000000000001,,,1488327842.582242,287.0,,,,,,,,,,,,,1488327842.671817,37.26420285106669
777,1488327844.141998,93.0,1488327845.313687,39.7,1488327843.962369,0.7415,,,1488327844.051808,512.0,,,,,,,,,,,,,1488327844.141998,37.2671614490311
778,1488327845.613754,93.0,1488327846.782502,39.75,1488327845.4647958,0.7373999999999999,,,1488327845.5255628,264.0,,,,,,,,,,,,,1488327845.613754,37.26997337744541
779,1488327847.082068,93.0,1488327848.252602,39.76,1488327846.93232,0.7343000000000001,,,1488327846.9921029,285.0,,,,,,,,,,,,,1488327847.082068,37.27264612201759
780,1488327848.552237,94.0,1488327849.7225401,39.76,1488327848.4026968,0.731,,,1488327848.493143,524.0,,,,,,,,,,,,,1488327848.552237,37.276317447627825
781,1488327850.022366,94.0,1488327851.1949499,39.79,1488327849.87278,0.7281,,,1488327849.962284,274.0,,,,,,,,,,,,,1488327850.022366,37.27980679491078
782,1488327851.522669,93.0,1488327852.662528,39.82,1488327851.342583,0.7254999999999999,,,1488327851.431936,291.0,,,,,,,,,,,,,1488327851.522669,37.28199333277662
783,1488327852.992811,93.0,1488327854.162698,39.8,1488327852.812795,0.7252,,,1488327852.902187,277.0,,,,,,,,,,,,,1488327852.992811,37.2840723529897
784,1488327854.4626298,90.0,1488327855.634138,39.82,1488327854.282939,0.7254999999999999,,,1488327854.3723059,313.0,,,,,,,,,,,,,1488327854.4626298,37.282657951188845
785,1488327855.9326699,90.0,1488327857.101899,39.83,1488327855.75327,0.7234,,,1488327855.842884,252.0,,,,,,,,,,,,,1488327855.9326699,37.28131217988613
786,1488327857.402943,90.0,1488327858.57215,39.85,1488327857.252845,0.7288,,,1488327857.312835,307.0,,,,,,,,,,,,,1488327857.402943,37.28003188784608
787,1488327858.872577,92.0,1488327860.042994,39.85,1488327858.722413,0.7261,,,1488327858.782926,294.0,,,,,,,,,,,,,1488327858.872577,37.28107939678442
788,1488327860.343179,94.0,1488327861.513115,39.87,1488327860.192726,0.7182999999999999,,,1488327860.282816,256.0,,,,,,,,,,,,,1488327860.343179,37.28434084088903
789,1488327861.8133209,95.0,1488327862.983275,39.85,1488327861.662977,0.7099,,,1488327861.763461,317.0,,,,,,,,,,,,,1488327861.8133209,37.28857269563556
790,1488327863.313041,96.0,1488327864.453354,39.86,1488327863.133072,0.7041,,,1488327863.222473,472.0,,,,,,,,,,,,,1488327863.313041,37.29372584217899
791,1488327864.782531,97.0,1488327865.9528031,39.89,1488327864.6034932,0.6995,,,1488327864.692512,321.0,,,,,,,,,,,,,1488327864.782531,37.29975350161054
792,1488327866.2524369,101.0,1488327867.422944,39.87,1488327866.0732338,0.6954,,,1488327866.163378,263.0,,,,,,,,,,,,,1488327866.2524369,37.31000221663231
793,1488327867.7226691,103.0,1488327868.8929448,39.87,1488327867.544951,0.6925,,,1488327867.638119,275.0,,,,,,,,,,,,,1488327867.7226691,37.32199186559303
794,1488327869.192479,103.0,1488327870.363294,39.89,1488327869.043031,0.6907,,,1488327869.103111,232.0,,,,,,,,,,,,,1488327869.192479,37.33337737323027
795,1488327870.6629372,103.0,1488327871.8330638,39.9,1488327870.513534,0.6899,,,1488327870.573129,271.0,,,,,,,,,,,,,1488327870.6629372,37.34419439891264
796,1488327872.132832,97.0,1488327873.30355,39.9,1488327871.98341,0.6888,,,1488327872.072303,283.0,,,,,,,,,,,,,1488327872.132832,37.34773175465756
797,1488327873.603432,94.0,1488327874.773531,39.89,1488327873.454635,0.6884999999999999,,,1488327873.542541,527.0,,,,,,,,,,,,,1488327873.603432,37.3477262223949
798,1488327875.103441,91.0,1488327876.243444,39.92,1488327874.922986,0.6883,,,1488327875.013275,500.0,,,,,,,,,,,,,1488327875.103441,37.34434428829293
799,1488327876.573535,89.0,1488327877.7431521,39.92,1488327876.393753,0.6879000000000001,,,1488327876.4837172,222.0,,,,,,,,,,,,,1488327876.573535,37.33886627497454
800,1488327878.0430348,87.0,1488327879.212476,39.93,1488327877.863837,0.6878,,,1488327877.953513,316.0,,,,,,,,,,,,,1488327878.0430348,37.33138571059558
801,1488327879.513553,88.0,1488327880.683638,39.95,1488327879.3334332,0.6878,,,1488327879.423419,270.0,,,,,,,,,,,,,1488327879.513553,37.32538634712504
802,1488327880.982965,89.0,1488327882.153055,39.95,1488327880.832714,0.688,,,1488327880.8935099,310.0,,,,,,,,,,,,,1488327880.982965,37.320804488875595
803,1488327882.45328,89.0,1488327883.62353,39.95,1488327882.3028631,0.6881999999999999,,,1488327882.363544,474.0,,,,,,,,,,,,,1488327882.45328,37.31644204333155
804,1488327883.926327,90.0,1488327885.093887,39.97,1488327883.774147,0.6896,,,1488327883.86495,267.0,,,,,,,,,,,,,1488327883.926327,37.31342535448325
805,1488327885.393562,90.0,1488327886.56329,39.96,1488327885.243196,0.6899,,,1488327885.3326132,308.0,,,,,,,,,,,,,1488327885.393562,37.310555139561664
806,1488327886.893091,90.0,1488327888.033813,39.97,1488327886.7138371,0.6907,,,1488327886.8030038,272.0,,,,,,,,,,,,,1488327886.893091,37.30782470406828
807,1488327888.368165,89.0,1488327889.53506,39.97,1488327888.1979032,0.6906,,,1488327888.322007,327.0,,,,,,,,,,,,,1488327888.368165,37.304090012379135
808,1488327889.833003,89.0,1488327891.004352,39.97,1488327889.686204,0.6904,,,1488327889.7464142,419.0,,,,,,,,,,,,,1488327889.833003,37.30053737563146
809,1488327891.303635,89.0,1488327892.474591,39.99,1488327891.152977,0.6901999999999999,,,1488327891.21388,233.0,,,,,,,,,,,,,1488327891.303635,37.297158476715275
810,1488327892.773003,89.0,1488327893.9434218,39.97,1488327892.6233401,0.6905,,,1488327892.6840901,318.0,,,,,,,,,,,,,1488327892.773003,37.29394529297887
811,1488327894.2440882,89.0,1488327895.414755,40.0,1488327894.093923,0.6911,,,1488327894.185021,273.0,,,,,,,,,,,,,1488327894.2440882,37.29089009920411
812,1488327895.714015,89.0,1488327896.884015,40.0,1488327895.5638652,0.6907,,,1488327895.658088,306.0,,,,,,,,,,,,,1488327895.714015,37.287985467989145
813,1488327897.213809,89.0,1488327898.3543,40.02,1488327897.0345101,0.6912999999999999,,,1488327897.1238232,507.0,,,,,,,,,,,,,1488327897.213809,37.28522426798347
814,1488327898.6842492,89.0,1488327899.853195,40.06,1488327898.503916,0.691,,,1488327898.5932128,230.0,,,,,,,,,,,,,1488327898.6842492,37.28259966036188
815,1488327900.1535711,89.0,1488327901.323322,40.03,1488327899.9748611,0.6909000000000001,,,1488327900.065311,327.0,,,,,,,,,,,,,1488327900.1535711,37.28010509387095
816,1488327901.624204,89.0,1488327902.793219,40.04,1488327901.445628,0.6905,,,1488327901.5348248,272.0,,,,,,,,,,,,,1488327901.624204,37.277734298735346
817,1488327903.094075,90.0,1488327904.263592,40.02,1488327902.943108,0.6901,,,1488327903.004707,533.0,,,,,,,,,,,,,1488327903.094075,37.27662203255918
818,1488327904.563624,91.0,1488327905.733618,40.04,1488327904.4139168,0.6901,,,1488327904.4738188,231.0,,,,,,,,,,,,,1488327904.563624,37.27670583755979
819,1488327906.0352142,92.0,1488327907.204176,40.04,1488327905.883957,0.69,,,1488327905.99898,304.0,,,,,,,,,,,,,1488327906.0352142,37.277925521502716
820,1488327907.504183,92.0,1488327908.673887,40.07,1488327907.3540008,0.69,,,1488327907.4435241,277.0,,,,,,,,,,,,,1488327907.504183,37.27908389844973
821,1488327909.003978,93.0,1488327910.144098,40.07,1488327908.825126,0.6912999999999999,,,1488327908.913787,260.0,,,,,,,,,,,,,1488327909.003978,37.281323018326745
822,1488327910.4738932,93.0,1488327911.643939,40.07,1488327910.294175,0.6914,,,1488327910.384117,319.0,,,,,,,,,,,,,1488327910.4738932,37.283449592457096
823,1488327911.948931,93.0,1488327913.113709,40.06,1488327911.764297,0.6914,,,1488327911.897453,272.0,,,,,,,,,,,,,1488327911.948931,37.285469569957144
824,1488327913.4171479,93.0,1488327914.584499,40.06,1488327913.23485,0.6908,,,1488327913.3241642,530.0,,,,,,,,,,,,,1488327913.4171479,37.287388542359366
825,1488327914.886921,93.0,1488327916.0539038,40.07,1488327914.73406,0.6904,,,1488327914.79441,237.0,,,,,,,,,,,,,1488327914.886921,37.28921177114152
826,1488327916.354387,93.0,1488327917.524427,40.1,1488327916.2036219,0.6903,,,1488327916.2650518,303.0,,,,,,,,,,,,,1488327916.354387,37.290944212381845
827,1488327917.8246028,93.0,1488327919.0234208,40.1,1488327917.674604,0.6903,,,1488327917.763882,527.0,,,,,,,,,,,,,1488327917.8246028,37.29259053891793
828,1488327919.29702,95.0,1488327920.464567,40.07,1488327919.147097,0.6908,,,1488327919.236049,304.0,,,,,,,,,,,,,1488327919.29702,37.29642574914622
829,1488327920.794045,97.0,1488327921.93491,40.1,1488327920.613913,0.6907,,,1488327920.7096498,325.0,,,,,,,,,,,,,1488327920.794045,37.30233846248364
830,1488327922.264247,98.0,1488327923.434161,40.11,1488327922.0848482,0.6904,,,1488327922.174467,247.0,,,,,,,,,,,,,1488327922.264247,37.3090878623118
831,1488327923.734267,99.0,1488327924.905587,40.11,1488327923.554816,0.6923999999999999,,,1488327923.644695,270.0,,,,,,,,,,,,,1488327923.734267,37.31663113329779
832,1488327925.204918,96.0,1488327926.374218,40.1,1488327925.024837,0.6931999999999999,,,1488327925.114626,288.0,,,,,,,,,,,,,1488327925.204918,37.320403854902146
833,1488327926.674353,92.0,1488327927.844772,40.14,1488327926.524895,0.6931,,,1488327926.5848262,543.0,,,,,,,,,,,,,1488327926.674353,37.319468393979356
834,1488327928.144743,91.0,1488327929.3147461,40.11,1488327927.994622,0.693,,,1488327928.0543911,260.0,,,,,,,,,,,,,1488327928.144743,37.31744664731679
835,1488327929.614604,90.0,1488327930.7848551,40.1,1488327929.464705,0.6923999999999999,,,1488327929.55478,330.0,,,,,,,,,,,,,1488327929.614604,37.31438994199521
836,1488327931.0850072,93.0,1488327932.255744,40.13,1488327930.9350379,0.6923,,,1488327931.0247831,501.0,,,,,,,,,,,,,1488327931.0850072,37.314880366734045
837,1488327932.5842822,96.0,1488327933.725375,40.13,1488327932.404416,0.6920999999999999,,,1488327932.4982111,294.0,,,,,,,,,,,,,1488327932.5842822,37.31874740058528
838,1488327934.054395,99.0,1488327935.224627,40.14,1488327933.875391,0.693,,,1488327933.965058,326.0,,,,,,,,,,,,,1488327934.054395,37.3258218574627
839,1488327935.5390568,98.0,1488327936.6944199,40.14,1488327935.345172,0.6957,,,1488327935.435005,231.0,,,,,,,,,,,,,1488327935.5390568,37.33141113692324
840,1488327936.994314,97.0,1488327938.1649752,40.15,1488327936.8146582,0.6966,,,1488327936.907223,331.0,,,,,,,,,,,,,1488327936.994314,37.33559292661686
