,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
550,1488327509.572535,93.0,1488327510.7131698,38.92,1488327509.39693,0.6972,,,1488327509.482848,321.0,,,,,,,,,,,,,1488327509.572535,37.2775925808472
551,1488327511.0426822,92.0,1488327512.242284,38.92,1488327510.8632,0.6966,,,1488327510.952624,271.0,,,,,,,,,,,,,1488327511.0426822,37.27875843158012
552,1488327512.512643,91.0,1488327513.682396,38.94,1488327512.333277,0.6962999999999999,,,1488327512.422646,561.0,,,,,,,,,,,,,1488327512.512643,37.2787361738547
553,1488327513.9827468,91.0,1488327515.152722,38.96,1488327513.8322408,0.6956,,,1488327513.8929,230.0,,,,,,,,,,,,,1488327513.9827468,37.27871500416253
554,1488327515.452887,91.0,1488327516.623222,38.96,1488327515.3024168,0.6951,,,1488327515.3633962,319.0,,,,,,,,,,,,,1488327515.452887,37.27869487064601
555,1488327516.9230561,91.0,1488327518.092971,38.97,1488327516.772844,0.6948000000000001,,,1488327516.862467,286.0,,,,,,,,,,,,,1488327516.9230561,37.2786757237302
556,1488327518.393575,91.0,1488327519.563471,38.97,1488327518.243045,0.6967,,,1488327518.3330219,566.0,,,,,,,,,,,,,1488327518.393575,37.27865751604975
557,1488327519.8930728,91.0,1488327521.0356271,39.0,1488327519.713035,0.6979000000000001,,,1488327519.802911,214.0,,,,,,,,,,,,,1488327519.8930728,37.27864020237387
558,1488327521.3630521,91.0,1488327522.5326478,38.99,1488327521.1846159,0.6977,,,1488327521.273053,321.0,,,,,,,,,,,,,1488327521.3630521,37.278623739530296
559,1488327522.833293,91.0,1488327524.00279,39.0,1488327522.653431,0.6976,,,1488327522.74327,274.0,,,,,,,,,,,,,1488327522.833293,37.27860808632882
560,1488327524.3030121,91.0,1488327525.474344,39.0,1488327524.123549,0.6976,,,1488327524.213095,564.0,,,,,,,,,,,,,1488327524.3030121,37.2785932034851
561,1488327525.7753322,91.0,1488327526.943039,39.0,1488327525.627595,0.6970999999999999,,,1488327525.686945,218.0,,,,,,,,,,,,,1488327525.7753322,37.278579053545116
562,1488327527.2430332,91.0,1488327528.4131799,39.04,1488327527.0929651,0.6973,,,1488327527.15359,324.0,,,,,,,,,,,,,1488327527.2430332,37.27856560081078
563,1488327528.713845,91.0,1488327529.8831942,39.04,1488327528.5632498,0.6973,,,1488327528.6528,278.0,,,,,,,,,,,,,1488327528.713845,37.27855281126692
564,1488327530.183597,90.0,1488327531.3537438,39.04,1488327530.033164,0.6981999999999999,,,1488327530.123034,287.0,,,,,,,,,,,,,1488327530.183597,37.277406114326
565,1488327531.6832058,89.0,1488327532.823989,39.06,1488327531.503171,0.6981,,,1488327531.5929458,548.0,,,,,,,,,,,,,1488327531.6832058,37.27518084147907
566,1488327533.153516,89.0,1488327534.323031,39.04,1488327532.973931,0.6995999999999999,,,1488327533.063136,218.0,,,,,,,,,,,,,1488327533.153516,37.27306464289375
567,1488327534.625589,90.0,1488327535.79321,39.09,1488327534.443957,0.7003,,,1488327534.533355,317.0,,,,,,,,,,,,,1488327534.625589,37.272188430722615
568,1488327536.094719,92.0,1488327537.2631402,39.09,1488327535.913588,0.7005,,,1488327536.033484,326.0,,,,,,,,,,,,,1488327536.094719,37.27362793173721
569,1488327537.5636961,93.0,1488327538.733761,39.07,1488327537.413163,0.7016,,,1488327537.4745011,236.0,,,,,,,,,,,,,1488327537.5636961,37.276131515898804
570,1488327539.033841,95.0,1488327540.203698,39.07,1488327538.883779,0.7023,,,1488327538.9457312,277.0,,,,,,,,,,,,,1488327539.033841,37.280780617444435
571,1488327540.5039191,96.0,1488327541.674061,39.1,1488327540.3554828,0.7031999999999999,,,1488327540.444893,575.0,,,,,,,,,,,,,1488327540.5039191,37.286330373748335
572,1488327541.974199,95.0,1488327543.144162,39.11,1488327541.823606,0.7034999999999999,,,1488327541.913236,215.0,,,,,,,,,,,,,1488327541.974199,37.29046774895864
573,1488327543.47378,94.0,1488327544.614167,39.09,1488327543.294506,0.7041,,,1488327543.384189,327.0,,,,,,,,,,,,,1488327543.47378,37.29326617136858
574,1488327544.944127,93.0,1488327546.1134799,39.1,1488327544.7641642,0.7067,,,1488327544.853736,277.0,,,,,,,,,,,,,1488327544.944127,37.29479364818034
575,1488327546.4135811,92.0,1488327547.583261,39.1,1488327546.233962,0.7101000000000001,,,1488327546.323702,543.0,,,,,,,,,,,,,1488327546.4135811,37.295113484333065
576,1488327547.88445,92.0,1488327549.053756,39.1,1488327547.70399,0.7105,,,1488327547.870199,258.0,,,,,,,,,,,,,1488327547.88445,37.29541765825884
577,1488327549.355154,92.0,1488327550.52371,39.13,1488327549.2036119,0.7103,,,1488327549.264452,293.0,,,,,,,,,,,,,1488327549.355154,37.29570692820552
578,1488327550.8243861,92.0,1488327551.994266,39.14,1488327550.6739762,0.7104,,,1488327550.763504,558.0,,,,,,,,,,,,,1488327550.8243861,37.29598201690286
579,1488327552.294563,93.0,1488327553.467145,39.14,1488327552.14398,0.7106,,,1488327552.234554,228.0,,,,,,,,,,,,,1488327552.294563,37.29737709956913
580,1488327553.794896,93.0,1488327554.9352992,39.14,1488327553.616805,0.7097,,,1488327553.7046132,320.0,,,,,,,,,,,,,1488327553.794896,37.29870344907509
581,1488327555.2946439,93.0,1488327556.4335291,39.14,1488327555.084044,0.7104,,,1488327555.174861,279.0,,,,,,,,,,,,,1488327555.2946439,37.29996449510754
582,1488327556.734046,93.0,1488327557.9035258,39.16,1488327556.55449,0.7109000000000001,,,1488327556.6441169,532.0,,,,,,,,,,,,,1488327556.734046,37.30116348933071
583,1488327558.2038069,93.0,1488327559.373863,39.16,1488327558.024438,0.7114,,,1488327558.113945,257.0,,,,,,,,,,,,,1488327558.2038069,37.3023035156611
584,1488327559.6750348,92.0,1488327560.844446,39.18,1488327559.523744,0.7117,,,1488327559.5842829,294.0,,,,,,,,,,,,,1488327559.6750348,37.30225406705204
585,1488327561.1442611,92.0,1488327562.3140988,39.18,1488327560.9937222,0.7116,,,1488327561.054911,320.0,,,,,,,,,,,,,1488327561.1442611,37.30220703845617
586,1488327562.6147032,92.0,1488327563.784117,39.17,1488327562.464779,0.7101999999999999,,,1488327562.5536482,254.0,,,,,,,,,,,,,1488327562.6147032,37.302162313081865
587,1488327564.084608,92.0,1488327565.2547698,39.16,1488327563.9342,0.7093,,,1488327564.023808,321.0,,,,,,,,,,,,,1488327564.084608,37.30211977954105
588,1488327565.584318,92.0,1488327566.725342,39.18,1488327565.404007,0.7089,,,1488327565.523894,273.0,,,,,,,,,,,,,1488327565.584318,37.30207933163252
589,1488327567.054789,91.0,1488327568.223708,39.2,1488327566.9044049,0.7101000000000001,,,1488327566.964468,302.0,,,,,,,,,,,,,1488327567.054789,37.300906309043924
590,1488327568.525315,91.0,1488327569.693862,39.21,1488327568.344394,0.711,,,1488327568.4350138,519.0,,,,,,,,,,,,,1488327568.525315,37.29979062958332
591,1488327569.994495,90.0,1488327571.164147,39.2,1488327569.859757,0.7116,,,1488327569.905319,225.0,,,,,,,,,,,,,1488327569.994495,37.29759424910384
592,1488327571.464312,90.0,1488327572.634461,39.21,1488327571.313911,0.7129000000000001,,,1488327571.403944,282.0,,,,,,,,,,,,,1488327571.464312,37.29550510729222
593,1488327572.936949,93.0,1488327574.1044421,39.21,1488327572.784031,0.7116,,,1488327572.8452969,555.0,,,,,,,,,,,,,1488327572.936949,37.296927260394305
594,1488327574.405086,93.0,1488327575.5787148,39.21,1488327574.254422,0.7101999999999999,,,1488327574.346066,263.0,,,,,,,,,,,,,1488327574.405086,37.298278826895896
595,1488327575.8884401,95.0,1488327577.0447428,39.2,1488327575.7315369,0.7089,,,1488327575.8178492,265.0,,,,,,,,,,,,,1488327575.8884401,37.3018348931029
596,1488327577.374922,95.0,1488327578.515847,39.24,1488327577.1944141,0.7081000000000001,,,1488327577.314226,559.0,,,,,,,,,,,,,1488327577.374922,37.3052135031261
597,1488327578.844602,95.0,1488327580.015081,39.22,1488327578.664992,0.7071999999999999,,,1488327578.7544022,275.0,,,,,,,,,,,,,1488327578.844602,37.308424050612956
598,1488327580.316187,96.0,1488327581.48576,39.24,1488327580.1355278,0.7069,,,1488327580.224664,279.0,,,,,,,,,,,,,1488327580.316187,37.312609230943615
599,1488327581.784666,96.0,1488327582.955362,39.25,1488327581.63433,0.7061,,,1488327581.6950772,227.0,,,,,,,,,,,,,1488327581.784666,37.31658651805014
600,1488327583.254433,96.0,1488327584.4248981,39.24,1488327583.10521,0.7059000000000001,,,1488327583.1651552,307.0,,,,,,,,,,,,,1488327583.254433,37.32036689543125
601,1488327584.7254322,96.0,1488327585.895487,39.24,1488327584.57509,0.7073,,,1488327584.664788,295.0,,,,,,,,,,,,,1488327584.7254322,37.32396066802734
602,1488327586.1953652,94.0,1488327587.365355,39.27,1488327586.045294,0.7084999999999999,,,1488327586.13537,494.0,,,,,,,,,,,,,1488327586.1953652,37.325113958200156
603,1488327587.694752,93.0,1488327588.835722,39.25,1488327587.514688,0.7081000000000001,,,1488327587.6066718,248.0,,,,,,,,,,,,,1488327587.694752,37.325079104156615
604,1488327589.164908,92.0,1488327590.3352268,39.25,1488327588.985461,0.7076,,,1488327589.0752409,311.0,,,,,,,,,,,,,1488327589.164908,37.32391355499474
605,1488327590.6348958,90.0,1488327591.8052568,39.25,1488327590.4557,0.708,,,1488327590.545398,279.0,,,,,,,,,,,,,1488327590.6348958,37.320538353394454
606,1488327592.1111228,91.0,1488327593.2750778,39.25,1488327591.937302,0.7081000000000001,,,1488327592.027012,544.0,,,,,,,,,,,,,1488327592.1111228,37.31845944841595
607,1488327593.574822,91.0,1488327594.7453399,39.27,1488327593.4254348,0.7076,,,1488327593.485548,228.0,,,,,,,,,,,,,1488327593.574822,37.316481292240084
608,1488327595.044909,90.0,1488327596.215598,39.24,1488327594.8955579,0.7087,,,1488327594.955515,327.0,,,,,,,,,,,,,1488327595.044909,37.313463946127
609,1488327596.515306,90.0,1488327597.686909,39.28,1488327596.365831,0.7081000000000001,,,1488327596.455252,278.0,,,,,,,,,,,,,1488327596.515306,37.310592925770095
610,1488327597.985356,90.0,1488327599.155977,39.24,1488327597.83565,0.7082999999999999,,,1488327597.925152,555.0,,,,,,,,,,,,,1488327597.985356,37.30786156890523
611,1488327599.486403,90.0,1488327600.626946,39.27,1488327599.3057668,0.7084999999999999,,,1488327599.395668,241.0,,,,,,,,,,,,,1488327599.486403,37.305263451139005
612,1488327600.9557881,89.0,1488327602.125619,39.28,1488327600.7758489,0.7088,,,1488327600.866524,239.0,,,,,,,,,,,,,1488327600.9557881,37.30165469326625
613,1488327602.425728,89.0,1488327603.595838,39.27,1488327602.24591,0.7093,,,1488327602.335816,320.0,,,,,,,,,,,,,1488327602.425728,37.29822208283949
614,1488327603.895926,88.0,1488327605.065973,39.27,1488327603.7161689,0.7088,,,1488327603.805343,289.0,,,,,,,,,,,,,1488327603.895926,37.293818671126154
615,1488327605.365311,88.0,1488327606.535707,39.25,1488327605.214916,0.7086,,,1488327605.2760372,289.0,,,,,,,,,,,,,1488327605.365311,37.289630563765144
616,1488327606.835305,88.0,1488327608.005853,39.3,1488327606.685708,0.7081999999999999,,,1488327606.7459688,563.0,,,,,,,,,,,,,1488327606.835305,37.28564795461908
617,1488327608.315674,89.0,1488327609.475661,39.28,1488327608.1573849,0.7077,,,1488327608.246219,226.0,,,,,,,,,,,,,1488327608.315674,37.28300197019567
618,1488327609.775969,89.0,1488327610.945816,39.31,1488327609.627342,0.7091,,,1488327609.716463,319.0,,,,,,,,,,,,,1488327609.775969,37.28048711194152
619,1488327611.2761679,90.0,1488327612.416308,39.32,1488327611.096253,0.7123,,,1488327611.185936,279.0,,,,,,,,,,,,,1488327611.2761679,37.27923787607339
620,1488327612.758975,90.0,1488327613.915902,39.3,1488327612.5663638,0.7129000000000001,,,1488327612.6553988,325.0,,,,,,,,,,,,,1488327612.758975,37.278050958427634
621,1488327614.215654,90.0,1488327615.385976,39.31,1488327614.036513,0.7126,,,1488327614.126245,253.0,,,,,,,,,,,,,1488327614.215654,37.276923251073114
622,1488327615.685497,90.0,1488327616.855555,39.32,1488327615.5064662,0.7125,,,1488327615.596925,259.0,,,,,,,,,,,,,1488327615.685497,37.2758518002359
623,1488327617.155496,90.0,1488327618.325728,39.3,1488327617.005871,0.7116,,,1488327617.0661561,316.0,,,,,,,,,,,,,1488327617.155496,37.27483379884444
624,1488327618.626562,89.0,1488327619.796431,39.31,1488327618.475971,0.7116,,,1488327618.5361779,278.0,,,,,,,,,,,,,1488327618.626562,37.27272667769638
625,1488327620.126739,88.0,1488327621.2662249,39.32,1488327619.945817,0.7120000000000001,,,1488327620.0363479,285.0,,,,,,,,,,,,,1488327620.126739,37.269584268951604
626,1488327621.566269,88.0,1488327622.736563,39.3,1488327621.416439,0.7120000000000001,,,1488327621.505314,549.0,,,,,,,,,,,,,1488327621.566269,37.26659752483075
627,1488327623.066539,89.0,1488327624.24543,39.31,1488327622.885519,0.7123999999999999,,,1488327622.9762292,231.0,,,,,,,,,,,,,1488327623.066539,37.26489951997457
628,1488327624.537695,89.0,1488327625.706491,39.32,1488327624.379924,0.7117,,,1488327624.4477189,307.0,,,,,,,,,,,,,1488327624.537695,37.26328627910017
629,1488327626.006389,90.0,1488327627.177997,39.34,1488327625.8262882,0.7120000000000001,,,1488327625.916548,282.0,,,,,,,,,,,,,1488327626.006389,37.26289393999387
630,1488327627.476625,91.0,1488327628.6456552,39.35,1488327627.2967591,0.7115,,,1488327627.387265,564.0,,,,,,,,,,,,,1488327627.476625,37.26366126981848
631,1488327628.945943,91.0,1488327630.11638,39.35,1488327628.796033,0.7112999999999999,,,1488327628.85625,243.0,,,,,,,,,,,,,1488327628.945943,37.26438998328444
632,1488327630.416543,90.0,1488327631.5866199,39.34,1488327630.265598,0.711,,,1488327630.326304,307.0,,,,,,,,,,,,,1488327630.416543,37.263943149854235
633,1488327631.886204,90.0,1488327633.05698,39.34,1488327631.736723,0.7111,,,1488327631.825877,283.0,,,,,,,,,,,,,1488327631.886204,37.26351864355195
634,1488327633.3566458,90.0,1488327634.52662,39.37,1488327633.206165,0.711,,,1488327633.296563,310.0,,,,,,,,,,,,,1488327633.3566458,37.2631153422035
635,1488327634.856801,91.0,1488327635.996937,39.32,1488327634.676308,0.711,,,1488327634.766783,254.0,,,,,,,,,,,,,1488327634.856801,37.263870573873156
636,1488327636.3261828,91.0,1488327637.496366,39.35,1488327636.1468182,0.7109000000000001,,,1488327636.2362938,289.0,,,,,,,,,,,,,1488327636.3261828,37.264587951422136
637,1488327637.797048,91.0,1488327638.965791,39.37,1488327637.617004,0.7109000000000001,,,1488327637.7067258,281.0,,,,,,,,,,,,,1488327637.797048,37.26526941855625
638,1488327639.266484,91.0,1488327640.436758,39.37,1488327639.1166039,0.7111,,,1488327639.178522,557.0,,,,,,,,,,,,,1488327639.266484,37.26591681238079
639,1488327640.7382069,92.0,1488327641.9062898,39.38,1488327640.586911,0.7115,,,1488327640.6493702,230.0,,,,,,,,,,,,,1488327640.7382069,37.267668928166
640,1488327642.2069912,92.0,1488327643.3782148,39.37,1488327642.056316,0.7109000000000001,,,1488327642.14594,314.0,,,,,,,,,,,,,1488327642.2069912,37.269333264763354
641,1488327643.676961,91.0,1488327644.847022,39.37,1488327643.5278459,0.7112999999999999,,,1488327643.6160269,283.0,,,,,,,,,,,,,1488327643.676961,37.269778216574736
642,1488327645.180823,91.0,1488327646.3169641,39.35,1488327644.99624,0.7111,,,1488327645.086996,321.0,,,,,,,,,,,,,1488327645.180823,37.27020104415609
643,1488327646.647867,91.0,1488327647.8169851,39.37,1488327646.467499,0.7111,,,1488327646.557476,255.0,,,,,,,,,,,,,1488327646.647867,37.270602857221526
644,1488327648.1170912,91.0,1488327649.286895,39.38,1488327647.9370801,0.7108,,,1488327648.026638,312.0,,,,,,,,,,,,,1488327648.1170912,37.27098470837604
645,1488327649.5869691,91.0,1488327650.756583,39.38,1488327649.40717,0.7112,,,1488327649.49647,280.0,,,,,,,,,,,,,1488327649.5869691,37.27134759626612
646,1488327651.056737,92.0,1488327652.226708,39.37,1488327650.906198,0.7125,,,1488327650.966846,546.0,,,,,,,,,,,,,1488327651.056737,37.272828205107494
647,1488327652.526585,93.0,1488327653.6976159,39.38,1488327652.377155,0.7123999999999999,,,1488327652.437289,241.0,,,,,,,,,,,,,1488327652.526585,37.275370481200966
648,1488327653.997031,93.0,1488327655.1671848,39.37,1488327653.8469288,0.7118000000000001,,,1488327653.9363542,294.0,,,,,,,,,,,,,1488327653.997031,37.27778574302138
649,1488327655.466986,93.0,1488327656.64696,39.38,1488327655.317156,0.7112,,,1488327655.406234,316.0,,,,,,,,,,,,,1488327655.466986,37.28008060349385
650,1488327656.96766,93.0,1488327658.107438,39.41,1488327656.788797,0.7105,,,1488327656.877523,243.0,,,,,,,,,,,,,1488327656.96766,37.28226129100931
651,1488327658.4376209,93.0,1488327659.607133,39.37,1488327658.257566,0.7103,,,1488327658.346845,319.0,,,,,,,,,,,,,1488327658.4376209,37.28433367753102
652,1488327659.907212,94.0,1488327661.07743,39.41,1488327659.7275279,0.7097,,,1488327659.81676,295.0,,,,,,,,,,,,,1488327659.907212,37.28743696693129
653,1488327661.3771362,94.0,1488327662.547424,39.4,1488327661.197234,0.7088,,,1488327661.288127,222.0,,,,,,,,,,,,,1488327661.3771362,37.29038597974795
654,1488327662.846899,95.0,1488327664.017144,39.41,1488327662.6965492,0.7087,,,1488327662.757312,305.0,,,,,,,,,,,,,1488327662.846899,37.294321592961204
655,1488327664.3175302,94.0,1488327665.487645,39.38,1488327664.166605,0.7079000000000001,,,1488327664.22744,282.0,,,,,,,,,,,,,1488327664.3175302,37.29692928319069
656,1488327665.7875142,95.0,1488327666.957422,39.41,1488327665.636794,0.7081000000000001,,,1488327665.727433,212.0,,,,,,,,,,,,,1488327665.7875142,37.30054040982026
657,1488327667.257586,95.0,1488327668.4280179,39.4,1488327667.1078012,0.7117,,,1488327667.1965818,297.0,,,,,,,,,,,,,1488327667.257586,37.303972859669585
658,1488327668.757306,96.0,1488327669.897949,39.38,1488327668.577587,0.7149,,,1488327668.6731489,552.0,,,,,,,,,,,,,1488327668.757306,37.30836731417528
659,1488327670.2276711,96.0,1488327671.397127,39.4,1488327670.047967,0.713,,,1488327670.137512,271.0,,,,,,,,,,,,,1488327670.2276711,37.31254444172936
660,1488327671.697684,96.0,1488327672.867628,39.38,1488327671.518047,0.7109000000000001,,,1488327671.607737,295.0,,,,,,,,,,,,,1488327671.697684,37.31651559757815
661,1488327673.169892,96.0,1488327674.337672,39.38,1488327672.994088,0.7093,,,1488327673.0863612,538.0,,,,,,,,,,,,,1488327673.169892,37.320291451615525
662,1488327674.637994,95.0,1488327675.807738,39.37,1488327674.487573,0.7101999999999999,,,1488327674.547703,282.0,,,,,,,,,,,,,1488327674.637994,37.32275204317339
663,1488327676.107872,96.0,1488327677.277196,39.4,1488327675.957699,0.7158,,,1488327676.0177972,272.0,,,,,,,,,,,,,1488327676.107872,37.32622271647334
664,1488327677.577868,96.0,1488327678.749751,39.38,1488327677.42738,0.7212999999999999,,,1488327677.5169861,506.0,,,,,,,,,,,,,1488327677.577868,37.32952358876835
665,1488327679.047887,94.0,1488327680.218282,39.37,1488327678.89727,0.728,,,1488327678.987283,216.0,,,,,,,,,,,,,1488327679.047887,37.33040362579309
666,1488327680.548657,93.0,1488327681.688095,39.38,1488327680.3677819,0.7328,,,1488327680.457867,295.0,,,,,,,,,,,,,1488327680.548657,37.3301108570241
667,1488327682.018143,93.0,1488327683.187264,39.4,1488327681.837932,0.7347,,,1488327681.927733,349.0,,,,,,,,,,,,,1488327682.018143,37.32983219953597
668,1488327683.487526,93.0,1488327684.6574452,39.35,1488327683.337826,0.7412000000000001,,,1488327683.3974981,208.0,,,,,,,,,,,,,1488327683.487526,37.32956699697558
669,1488327684.959258,94.0,1488327686.1273549,39.37,1488327684.8078132,0.7479,,,1488327684.8677309,286.0,,,,,,,,,,,,,1488327684.959258,37.33044661281725
670,1488327686.427683,95.0,1488327687.598283,39.37,1488327686.277656,0.7504000000000001,,,1488327686.3378098,346.0,,,,,,,,,,,,,1488327686.427683,37.332415668487926
671,1488327687.898446,94.0,1488327689.068303,39.37,1488327687.747881,0.7531,,,1488327687.8381078,245.0,,,,,,,,,,,,,1488327687.898446,37.33315636561996
672,1488327689.400976,93.0,1488327690.538614,39.38,1488327689.2182999,0.7535,,,1488327689.332011,311.0,,,,,,,,,,,,,1488327689.400976,37.33272864265386
673,1488327690.8683908,93.0,1488327692.008049,39.38,1488327690.6881778,0.7505,,,1488327690.778143,273.0,,,,,,,,,,,,,1488327690.8683908,37.332321627851904
674,1488327692.33813,92.0,1488327693.508013,39.35,1488327692.157948,0.7465999999999999,,,1488327692.24886,554.0,,,,,,,,,,,,,1488327692.33813,37.33080103572237
675,1488327693.838392,92.0,1488327694.978566,39.34,1488327693.62975,0.7434000000000001,,,1488327693.7182772,223.0,,,,,,,,,,,,,1488327693.838392,37.32935394929081
676,1488327695.278015,91.0,1488327696.447974,39.37,1488327695.0982568,0.7406,,,1488327695.188525,288.0,,,,,,,,,,,,,1488327695.278015,37.32684249364398
677,1488327696.748058,90.0,1488327697.918769,39.38,1488327696.59813,0.7387999999999999,,,1488327696.658449,286.0,,,,,,,,,,,,,1488327696.748058,37.32331724676503
678,1488327698.2181592,90.0,1488327699.388405,39.34,1488327698.0681322,0.7381,,,1488327698.1283991,280.0,,,,,,,,,,,,,1488327698.2181592,37.31996219529693
679,1488327699.688479,89.0,1488327700.8583739,39.37,1488327699.537977,0.7368000000000001,,,1488327699.629823,529.0,,,,,,,,,,,,,1488327699.688479,37.315632894546326
680,1488327701.158506,90.0,1488327702.358187,39.34,1488327701.008291,0.7361,,,1488327701.098283,235.0,,,,,,,,,,,,,1488327701.158506,37.3126508977926
681,1488327702.658224,91.0,1488327703.7988422,39.35,1488327702.4784791,0.7356999999999999,,,1488327702.568533,290.0,,,,,,,,,,,,,1488327702.658224,37.31095266096997
682,1488327704.1285179,91.0,1488327705.2995021,39.34,1488327703.9491,0.7358,,,1488327704.038466,281.0,,,,,,,,,,,,,1488327704.1285179,37.309337857424964
683,1488327705.643787,91.0,1488327706.768556,39.35,1488327705.447789,0.7348,,,1488327705.558076,522.0,,,,,,,,,,,,,1488327705.643787,37.30780247749212
684,1488327707.0685718,91.0,1488327708.240515,39.35,1488327706.918017,0.7342,,,1488327706.979899,244.0,,,,,,,,,,,,,1488327707.0685718,37.30634269032195
685,1488327708.53955,91.0,1488327709.709218,39.37,1488327708.390652,0.7332,,,1488327708.4486668,307.0,,,,,,,,,,,,,1488327708.53955,37.30495483802127
686,1488327710.0098078,91.0,1488327711.180096,39.34,1488327709.8595042,0.7331,,,1488327709.91848,279.0,,,,,,,,,,,,,1488327710.0098078,37.30363542964836
687,1488327711.481506,91.0,1488327712.648434,39.37,1488327711.329074,0.7323999999999999,,,1488327711.420139,544.0,,,,,,,,,,,,,1488327711.481506,37.30238113513124
688,1488327712.948662,90.0,1488327714.119322,39.35,1488327712.799435,0.7321,,,1488327712.8899999,227.0,,,,,,,,,,,,,1488327712.948662,37.30004994225832
689,1488327714.451102,90.0,1488327715.589277,39.35,1488327714.2691772,0.7319,,,1488327714.359273,318.0,,,,,,,,,,,,,1488327714.451102,37.297833463634774
690,1488327715.920404,90.0,1488327717.09083,39.35,1488327715.7395468,0.7323999999999999,,,1488327715.830782,277.0,,,,,,,,,,,,,1488327715.920404,37.29572622395242
691,1488327717.389499,91.0,1488327718.5583282,39.34,1488327717.210016,0.7336,,,1488327717.300131,542.0,,,,,,,,,,,,,1488327717.389499,37.29486241846221
692,1488327718.859125,91.0,1488327720.028513,39.37,1488327718.708601,0.7348,,,1488327718.7693179,224.0,,,,,,,,,,,,,1488327718.859125,37.294041468760724
693,1488327720.329204,92.0,1488327721.4991941,39.35,1488327720.1784692,0.7340000000000001,,,1488327720.239155,313.0,,,,,,,,,,,,,1488327720.329204,37.29440042452432
694,1488327721.800145,91.0,1488327722.9684942,39.37,1488327721.648196,0.733,,,1488327721.709462,281.0,,,,,,,,,,,,,1488327721.800145,37.29360269599591
695,1488327723.2746382,90.0,1488327724.4393458,39.37,1488327723.13569,0.7323000000000001,,,1488327723.209443,282.0,,,,,,,,,,,,,1488327723.2746382,37.29170578563883
696,1488327724.739341,90.0,1488327725.910202,39.35,1488327724.589264,0.7312000000000001,,,1488327724.678406,468.0,,,,,,,,,,,,,1488327724.739341,37.28990251915261
697,1488327726.24019,90.0,1488327727.379427,39.37,1488327726.0612311,0.7304,,,1488327726.14849,294.0,,,,,,,,,,,,,1488327726.24019,37.288188376435734
698,1488327727.710748,92.0,1488327728.882545,39.37,1488327727.5299,0.7308,,,1488327727.649268,283.0,,,,,,,,,,,,,1488327727.710748,37.28883721711329
699,1488327729.183485,94.0,1488327730.348337,39.34,1488327729.0094452,0.7319,,,1488327729.093368,249.0,,,,,,,,,,,,,1488327729.183485,37.291730988514615
700,1488327730.6488478,95.0,1488327731.820331,39.37,1488327730.469301,0.7321,,,1488327730.559138,313.0,,,,,,,,,,,,,1488327730.6488478,37.29561713912173
701,1488327732.120041,95.0,1488327733.289397,39.35,1488327731.968864,0.7311,,,1488327732.030776,277.0,,,,,,,,,,,,,1488327732.120041,37.2993078812176
702,1488327733.5891788,94.0,1488327734.7642581,39.37,1488327733.438976,0.7303000000000001,,,1488327733.528796,529.0,,,,,,,,,,,,,1488327733.5891788,37.30167784789382
703,1488327735.060867,94.0,1488327736.229644,39.35,1488327734.912147,0.7297,,,1488327735.003455,272.0,,,,,,,,,,,,,1488327735.060867,37.30393001250441
704,1488327736.5292008,93.0,1488327737.6995058,39.37,1488327736.37955,0.7283,,,1488327736.468577,280.0,,,,,,,,,,,,,1488327736.5292008,37.304935446343755
705,1488327738.029675,92.0,1488327739.1699321,39.38,1488327737.8488262,0.7286,,,1488327737.939105,268.0,,,,,,,,,,,,,1488327738.029675,37.30475638824996
706,1488327739.4991732,89.0,1488327740.668906,39.38,1488327739.3191009,0.7284,,,1488327739.409819,280.0,,,,,,,,,,,,,1488327739.4991732,37.30118087746915
707,1488327740.969571,88.0,1488327742.139331,39.37,1488327740.789485,0.7295999999999999,,,1488327740.879709,356.0,,,,,,,,,,,,,1488327740.969571,37.29664281592644
708,1488327742.439137,87.0,1488327743.609578,39.35,1488327742.289453,0.7306,,,1488327742.349223,242.0,,,,,,,,,,,,,1488327742.439137,37.29118779397128
709,1488327743.9090948,88.0,1488327745.079208,39.38,1488327743.760136,0.7303000000000001,,,1488327743.822201,316.0,,,,,,,,,,,,,1488327743.9090948,37.28713535110941
710,1488327745.410774,90.0,1488327746.549261,39.4,1488327745.229064,0.7289,,,1488327745.318687,271.0,,,,,,,,,,,,,1488327745.410774,37.285558692091655
711,1488327746.849921,92.0,1488327748.019905,39.4,1488327746.699164,0.7279000000000001,,,1488327746.788788,524.0,,,,,,,,,,,,,1488327746.849921,37.286337719603296
712,1488327748.350473,93.0,1488327749.489866,39.38,1488327748.16918,0.7275,,,1488327748.2588642,271.0,,,,,,,,,,,,,1488327748.350473,37.288216236275964
713,1488327749.819509,93.0,1488327750.988922,39.43,1488327749.6395788,0.7282,,,1488327749.75894,285.0,,,,,,,,,,,,,1488327749.819509,37.2900007045932
714,1488327751.292408,93.0,1488327752.45906,39.4,1488327751.110123,0.7278,,,1488327751.203454,548.0,,,,,,,,,,,,,1488327751.292408,37.29169603765098
